dz_label,overall_rank,income_deprivation_rank,employment_deprivation_rank,health_deprivation_rank,education_deprivation_rank,access_deprivation_rank,housing_deprivation_rank,crime_deprivation_rank
Data Zone S01000406,3669,2715,3686,4001,3012,5258,2572,3107
Data Zone S01000407,3886,3680,4378,2293,2675,3987,3997,4816
Data Zone S01000408,6384,6465,6433,6132,5916,2247,5849,6314
Data Zone S01000409,5965,6032,5645,5564,5328,2360,4986,5369
Data Zone S01000410,5468,6395,6490,5925,6192,273,5601,5807
Data Zone S01000411,5216,5897,6331,6122,5289,337,3931,4973
Data Zone S01000412,5038,5969,5380,6203,5060,358,4771,5536
Data Zone S01000413,5129,5650,5302,5337,5284,771,5002,4327
Data Zone S01000414,5470,5761,6261,5341,5760,706,6232,4721
Data Zone S01000415,4404,4670,5240,4606,3275,719,5210,5815
Data Zone S01000416,5414,5462,6277,5508,3546,1738,3541,4825
Data Zone S01000417,5930,5300,6033,5201,4427,3996,5304,5298
Data Zone S01000418,4601,6023,5647,5516,3642,194,3817,6432
Data Zone S01000419,4836,5245,5968,5614,4241,381,5723,5120
Data Zone S01000420,5350,4531,5187,5015,4199,4142,4599,4993
Data Zone S01000421,5254,6113,6096,6405,5292,340,4436,4986
Data Zone S01000422,5079,4886,4634,4527,3950,3732,4743,4277
Data Zone S01000423,5656,6313,6457,6184,5095,565,5865,6175
Data Zone S01000424,4776,5716,4986,4833,3806,734,4761,5283
Data Zone S01000425,4666,4701,4497,4755,4912,1033,4324,5645
Data Zone S01000426,5060,6363,6293,5623,4868,202,5421,5412
Data Zone S01000427,5398,5794,5320,4514,4228,2044,4967,5744
Data Zone S01000428,5723,4909,5543,5633,5363,2865,5974,5361
Data Zone S01000429,6284,6176,5767,5406,4617,5067,5190,6099
Data Zone S01000430,5673,5538,5154,5386,6051,1976,5658,5506
Data Zone S01000431,2670,1719,2360,3102,4579,6430,2990,1140
Data Zone S01000432,6027,5857,5814,5212,5417,3957,5890,2958
Data Zone S01000433,4777,3703,4363,4497,3948,5782,4362,3924
Data Zone S01000434,3684,3310,3179,4875,2738,3233,3678,3889
Data Zone S01000435,5626,5226,5825,5888,3974,2475,4414,5896
Data Zone S01000436,6242,6254,6462,6359,5383,1807,5539,6020
Data Zone S01000437,5025,4320,5432,4341,4685,2136,4131,5686
Data Zone S01000438,6476,6496,6422,6476,6020,3058,6505,6332
Data Zone S01000439,4477,4762,5727,5456,3841,428,2752,4640
Data Zone S01000440,4855,5635,5831,5438,4753,315,4031,5067
Data Zone S01000441,3075,3371,3337,3774,3214,450,3880,5333
Data Zone S01000442,5277,6001,5770,5864,5260,464,5212,6139
Data Zone S01000443,4960,6125,6247,6479,4748,122,4801,6384
Data Zone S01000444,4920,5861,6204,5629,4970,226,3981,4857
Data Zone S01000445,4759,5684,5209,5008,3853,629,4880,4465
Data Zone S01000446,4766,5918,6243,5517,4844,146,2593,5383
Data Zone S01000447,4880,5056,5678,5177,3025,1072,5230,6050
Data Zone S01000448,4436,4772,6090,5734,3533,245,4809,5660
Data Zone S01000449,3528,3493,3903,4136,3394,1078,2898,3333
Data Zone S01000450,5163,5149,4645,5936,4720,1559,4011,6238
Data Zone S01000451,4826,5643,5126,4564,4823,650,3876,4957
Data Zone S01000452,4080,5646,3690,5715,3827,329,4076,5153
Data Zone S01000453,4246,5385,6051,6070,4295,36,2073,6203
Data Zone S01000454,4095,2956,4107,5323,2761,4044,4741,4743
Data Zone S01000455,3050,3271,3577,3989,3099,455,4129,3402
Data Zone S01000456,4331,5658,5371,5672,4083,170,3145,3821
Data Zone S01000457,5650,4705,5467,4153,5187,5800,6012,4049
Data Zone S01000458,4793,5408,6252,6399,4645,138,4954,6124
Data Zone S01000459,3676,3815,3108,3235,2823,4105,4153,3500
Data Zone S01000460,1940,1797,2638,3385,541,3288,2496,2327
Data Zone S01000461,2763,2231,2920,2120,2475,6375,2235,2731
Data Zone S01000462,3361,2986,3056,2738,2875,5469,3606,3794
Data Zone S01000463,3235,2731,2992,3719,2622,4774,4859,2380
Data Zone S01000464,4031,4810,4869,6098,4005,140,3846,4830
Data Zone S01000465,4818,5757,6125,5422,5139,153,4918,5808
Data Zone S01000466,4224,5717,5116,6259,3660,107,2592,5955
Data Zone S01000467,3398,2601,2721,5396,2797,5610,1882,3732
Data Zone S01000468,4185,5428,5513,6384,3465,110,1742,5749
Data Zone S01000469,6146,5573,6227,6024,4945,2883,6138,6065
Data Zone S01000470,5833,6350,5894,4741,3180,4483,6133,3867
Data Zone S01000471,4523,4970,6028,5346,3929,336,4123,4015
Data Zone S01000472,4103,4191,3742,3984,2811,3245,4995,3731
Data Zone S01000473,2829,3383,3018,4084,691,4488,4386,2136
Data Zone S01000474,3696,4399,5004,5357,3462,111,2158,5857
Data Zone S01000475,3644,3745,4125,4592,1625,2961,3124,2399
Data Zone S01000476,3987,4546,4290,5525,4209,309,4032,4589
Data Zone S01000477,4302,4434,4038,4638,2749,2432,5006,4356
Data Zone S01000478,2690,2620,2492,3436,1654,5725,3641,1339
Data Zone S01000479,2429,2064,2375,2635,2308,3922,2886,2847
Data Zone S01000480,5481,4736,4800,5330,4872,3910,4899,5910
Data Zone S01000481,3796,3955,4688,5087,3718,456,4840,2392
Data Zone S01000482,1396,1917,1558,1949,585,3279,1382,601
Data Zone S01000483,2210,2392,1976,2270,1886,5013,4586,842
Data Zone S01000484,3065,3028,2527,5292,2777,5988,4155,213
Data Zone S01000485,5942,5788,5925,5490,4735,2553,6113,5534
Data Zone S01000486,569,945,607,914,226,5907,1460,17
Data Zone S01000487,3451,2816,3630,3993,3780,5238,3803,462
Data Zone S01000488,2281,2279,2443,2861,1233,2551,3269,4264
Data Zone S01000489,925,1052,862,2801,322,3603,2829,447
Data Zone S01000490,5903,6191,6100,6257,3545,2697,5309,4261
Data Zone S01000491,940,1454,1083,1733,218,2993,2102,433
Data Zone S01000492,1864,2002,2838,2020,749,2575,1566,1594
Data Zone S01000493,4042,4210,3792,3471,2843,3087,4515,3934
Data Zone S01000494,1850,2076,1914,3671,666,2343,2791,2495
Data Zone S01000495,4976,4799,4456,5494,3802,2328,5986,5306
Data Zone S01000496,5720,6413,6165,6414,4707,752,6415,6401
Data Zone S01000497,4937,4421,3965,4850,4675,3865,5262,4757
Data Zone S01000498,5287,5153,4786,4615,5119,2211,5906,6178
Data Zone S01000499,4802,4382,4650,5425,3735,2675,5548,3017
Data Zone S01000500,2491,1898,3041,3447,1409,4506,1520,2819
Data Zone S01000501,4133,3636,3350,4959,3192,3871,5229,4554
Data Zone S01000502,3579,4931,4354,5255,4120,113,2909,2421
Data Zone S01000503,3182,4677,4056,3851,2733,285,4550,1448
Data Zone S01000504,4239,3890,4865,2596,3558,6099,5140,1143
Data Zone S01000505,4287,4611,4519,5088,4149,566,4186,5596
Data Zone S01000506,4700,5603,6135,4919,4430,196,4755,6160
Data Zone S01000507,3573,3551,3858,2309,2472,5065,3337,2842
Data Zone S01000508,3941,4474,5361,5620,3344,215,2810,4008
Data Zone S01000509,4779,4226,3979,4359,3112,5756,5106,6371
Data Zone S01000510,3553,3329,3553,2627,2336,5304,4866,3952
Data Zone S01000511,4882,4957,5459,6096,4772,495,3452,6392
Data Zone S01000512,5393,5446,5691,3826,4451,2795,6179,3977
Data Zone S01000513,2667,3662,3090,3256,2158,945,4259,681
Data Zone S01000514,3392,4020,3629,4296,3280,384,4444,5544
Data Zone S01000515,4164,5311,4759,5445,4176,266,4922,2818
Data Zone S01000516,4154,4798,4223,4819,4002,573,5290,4473
Data Zone S01000517,3581,3739,4827,5012,2358,594,2420,3873
Data Zone S01000518,3985,3854,3416,3084,3005,5877,3677,3762
Data Zone S01000519,4659,5333,4905,5115,5158,397,3006,6401
Data Zone S01000520,3718,4441,4069,5551,3640,314,4404,3086
Data Zone S01000521,2330,2638,2444,2161,1579,2329,3220,3632
Data Zone S01000522,3550,4795,5105,4381,2419,134,3094,6255
Data Zone S01000523,2543,2305,2538,4620,1542,2574,3748,2248
Data Zone S01000524,3339,3804,4196,4174,3508,275,2273,4977
Data Zone S01000525,3716,4644,4232,5383,3805,182,2636,4714
Data Zone S01000526,3722,4936,4745,4173,3155,224,4158,3988
Data Zone S01000527,4578,5701,4350,5439,4756,409,3567,6206
Data Zone S01000528,3940,4124,4023,6302,4320,330,4086,5316
Data Zone S01000529,2617,3264,3504,3821,3345,136,4098,1548
Data Zone S01000530,3963,4857,4513,5736,3832,269,3023,3426
Data Zone S01000531,2702,3579,3050,4521,2765,92,4273,5682
Data Zone S01000532,2924,3273,2383,2384,3284,3757,5510,1404
Data Zone S01000533,3132,3353,3004,2824,3799,1099,2866,4920
Data Zone S01000534,2545,2904,2534,2854,1015,4493,4021,2745
Data Zone S01000535,3749,3470,3060,3522,3072,4934,5382,3481
Data Zone S01000536,3973,4530,4708,4024,3535,500,4977,4679
Data Zone S01000537,3843,4394,4118,4108,4624,354,3895,5363
Data Zone S01000538,3665,2743,3456,4079,2830,4309,4522,5354
Data Zone S01000539,2119,2220,1340,3995,2813,5271,4349,280
Data Zone S01000540,3082,2691,2883,3270,2582,5220,5196,1530
Data Zone S01000541,3130,2836,2904,2346,2995,5550,5428,2129
Data Zone S01000542,3498,2914,3793,2903,2438,5897,2929,3138
Data Zone S01000543,4214,3991,4334,3947,4254,1379,5912,4511
Data Zone S01000544,3229,2428,3839,3994,3405,1531,4635,3396
Data Zone S01000545,2937,2339,2101,4070,2786,5826,4574,3498
Data Zone S01000546,2770,2879,2466,3138,2537,2062,5103,3072
Data Zone S01000547,3610,3904,3637,3831,3066,1291,3768,3919
Data Zone S01000548,3480,3546,3379,3737,3151,1406,5502,4440
Data Zone S01000549,5110,5202,4900,5193,5406,1210,6455,4339
Data Zone S01000550,6263,6206,6052,6372,5262,2580,6426,5546
Data Zone S01000551,3901,3499,4161,2649,3524,3557,4442,3360
Data Zone S01000552,5519,6309,4824,5837,4974,2190,6189,2336
Data Zone S01000553,5137,4623,4310,5360,3987,4852,5254,3724
Data Zone S01000554,2273,1730,1995,4123,2096,3331,1783,3499
Data Zone S01000555,3123,3156,3026,3650,1858,2972,3928,3551
Data Zone S01000556,2107,2053,2520,2240,1388,2055,2318,3578
Data Zone S01000557,3860,3392,3559,3096,2922,5778,2476,4470
Data Zone S01000558,4856,4539,4415,3273,5388,5602,5966,1527
Data Zone S01000559,2660,2516,1981,2895,3769,4987,2413,1225
Data Zone S01000560,1775,2095,1853,1951,1022,3399,3258,1326
Data Zone S01000561,3055,2556,2990,1663,3925,6082,4487,2351
Data Zone S01000562,1745,1658,1794,1579,1578,4962,2431,1394
Data Zone S01000563,901,1577,875,668,735,5954,2064,33
Data Zone S01000564,620,605,773,928,238,5584,3321,416
Data Zone S01000565,2430,2386,2733,3116,3463,766,2490,2188
Data Zone S01000566,2211,2412,2425,3224,1526,3583,3670,310
Data Zone S01000567,1883,2456,1485,3279,1328,1937,2215,1767
Data Zone S01000568,3551,3453,4438,4880,3409,757,4289,1798
Data Zone S01000569,5065,4469,4698,3673,5488,4199,4366,3708
Data Zone S01000570,4296,3777,3882,4404,4220,2624,4269,4256
Data Zone S01000571,3131,2784,2889,1902,4308,6250,2031,1864
Data Zone S01000572,5570,5336,4783,4670,5334,3405,5179,5792
Data Zone S01000573,6074,6064,5701,5868,5723,2061,6467,6264
Data Zone S01000574,6213,5733,5369,4608,6219,5497,6167,5466
Data Zone S01000575,5419,4482,5189,4163,5244,4422,3732,5924
Data Zone S01000576,5661,6076,4582,4575,5576,2806,5519,6487
Data Zone S01000577,4823,4074,4464,3608,5059,3212,5341,6235
Data Zone S01000578,5492,4866,5048,4095,5697,3415,5687,6298
Data Zone S01000579,5931,5622,5653,4884,5503,2884,5580,6245
Data Zone S01000580,5780,6305,6242,6251,6068,580,6155,6375
Data Zone S01000581,5874,5758,5838,3688,5410,3425,5902,6098
Data Zone S01000582,3693,3263,3583,4026,3476,1795,3709,5571
Data Zone S01000583,4949,4672,4820,4883,4109,2075,4769,5323
Data Zone S01000584,2604,2248,2042,3223,2840,5267,2112,2196
Data Zone S01000585,3464,3547,3249,2910,2796,4362,3638,2311
Data Zone S01000586,4030,3408,3863,3692,4269,2169,4529,5589
Data Zone S01000587,3213,3265,2700,3021,2247,5190,3749,3569
Data Zone S01000588,5288,4244,4547,5019,5768,4462,4222,4523
Data Zone S01000589,5007,4417,5284,4277,4583,2071,4762,5965
Data Zone S01000590,5250,4086,5370,4110,5184,4718,5990,3626
Data Zone S01000591,5292,5330,5150,4152,5698,1593,5592,6224
Data Zone S01000592,4662,4200,4270,5183,3461,4227,4500,2397
Data Zone S01000593,4503,5414,4690,4938,4783,579,2238,3709
Data Zone S01000594,4786,5449,4667,4996,5484,572,4271,5423
Data Zone S01000595,5341,4453,4972,4854,5175,3172,5311,6347
Data Zone S01000596,5633,5478,5341,5483,5772,1647,6416,5730
Data Zone S01000597,5757,6090,5822,5262,5312,1350,5869,6320
Data Zone S01000598,5005,6159,5498,4305,4543,680,3523,5583
Data Zone S01000599,4844,4981,4798,4654,5064,1049,4260,5491
Data Zone S01000600,4602,5186,4440,5003,4098,816,3958,6241
Data Zone S01000601,4544,5397,5086,5261,4347,395,4928,4094
Data Zone S01000602,3236,3759,3565,3417,3534,481,3232,5156
Data Zone S01000603,4473,5197,4892,4528,4929,407,2551,6334
Data Zone S01000604,5643,5718,5581,4470,5072,2472,6051,4699
Data Zone S01000605,4989,4045,4641,5583,5466,2997,6158,2572
Data Zone S01000606,1066,503,1250,1288,1750,4768,2300,1774
Data Zone S01000607,4494,4007,3209,5268,4755,3695,6052,3737
Data Zone S01000608,1267,1059,1203,1538,1283,5849,2860,759
Data Zone S01000609,1156,1100,700,2052,1943,3457,1722,997
Data Zone S01000610,1309,1213,1283,1821,1518,6489,1903,118
Data Zone S01000611,1294,1335,752,3432,1423,4246,1845,650
Data Zone S01000612,1680,1491,1365,1767,2894,5586,3676,466
Data Zone S01000613,3885,2856,3300,3922,5145,4849,4374,2339
Data Zone S01000614,3381,3847,3502,4438,3247,674,2897,3752
Data Zone S01000615,1395,829,1550,1136,2492,5965,2987,1308
Data Zone S01000616,4138,5217,5018,3466,3744,480,2728,5235
Data Zone S01000617,4663,4616,4019,4364,4153,2107,5195,6395
Data Zone S01000618,4096,3489,3039,4781,3315,4856,5090,5784
Data Zone S01000619,4604,4304,4007,5150,3302,2683,5287,6092
Data Zone S01000620,548,468,550,777,628,5157,2807,354
Data Zone S01000621,2869,2322,2879,3392,2885,4254,4451,1069
Data Zone S01000622,1460,1201,1590,1814,1169,3620,3191,1878
Data Zone S01000623,2249,1928,1784,2920,2043,5383,1644,3663
Data Zone S01000624,2912,2493,2486,3812,2345,4824,1495,3378
Data Zone S01000625,946,933,888,1462,642,5207,1522,807
Data Zone S01000626,509,281,635,2187,208,3477,1999,1684
Data Zone S01000627,3042,3294,2868,3776,1913,1928,3812,4353
Data Zone S01000628,1827,1441,1923,3074,1118,4331,2256,2216
Data Zone S01000629,3629,3044,4263,4137,3743,1037,6076,3937
Data Zone S01000630,2664,2153,2299,3512,3071,2687,4963,3189
Data Zone S01000631,1699,1395,1311,3127,1464,4854,3012,2088
Data Zone S01000632,3463,4396,3741,4322,4852,209,1384,4795
Data Zone S01000633,5187,5575,5481,5411,4185,1212,5374,4221
Data Zone S01000634,2013,1866,1465,3973,2403,1730,3168,3179
Data Zone S01000635,2986,3362,2693,4459,2206,1162,5157,3631
Data Zone S01000636,3806,4584,4419,5312,3830,193,2713,5411
Data Zone S01000637,3897,4632,4244,5997,4331,158,3005,5973
Data Zone S01000638,4445,5522,4940,4621,3628,539,4822,4338
Data Zone S01000639,4115,4428,4652,4671,4758,440,3390,4324
Data Zone S01000640,3946,3985,4124,4721,4272,541,4531,5969
Data Zone S01000641,4310,5261,4791,3088,5221,479,4753,5458
Data Zone S01000642,4311,4601,4386,5896,4831,466,3690,4487
Data Zone S01000643,4317,4375,4968,5798,4491,373,3670,5489
Data Zone S01000644,4326,4536,4282,5114,4243,778,4495,5112
Data Zone S01000645,3224,3980,3503,3794,3811,335,3426,3913
Data Zone S01000646,5068,5391,4886,4374,4380,1834,5883,4667
Data Zone S01000647,3314,3224,3684,3927,2584,1459,3831,3501
Data Zone S01000648,1316,1397,1038,2054,1602,2525,1979,1032
Data Zone S01000649,4258,4615,4222,5602,5091,383,3177,6417
Data Zone S01000650,3680,3899,2885,4518,2668,3246,2711,3948
Data Zone S01000651,2633,2318,2177,2552,3646,5659,4193,893
Data Zone S01000652,4627,3811,4119,4333,5113,3214,3887,4357
Data Zone S01000653,2174,2009,1991,2074,2701,5418,3728,716
Data Zone S01000654,2516,2356,2294,2306,2243,4893,2102,3078
Data Zone S01000655,1332,866,1167,2928,1432,2762,4473,2706
Data Zone S01000656,2248,1763,2880,3063,1552,5776,2018,596
Data Zone S01000657,1723,1304,1307,2267,2445,3332,4026,4597
Data Zone S01000658,1658,1388,1591,2262,2007,6323,1971,325
Data Zone S01000659,4739,4213,4389,4093,5321,2632,5127,3554
Data Zone S01000660,5452,5037,5650,4725,5940,1946,6465,3831
Data Zone S01000661,3817,3328,3166,3439,4074,4496,4665,2861
Data Zone S01000662,4098,4554,3920,5388,4899,507,4486,3975
Data Zone S01000663,4161,3306,4153,4195,4996,1851,5233,4467
Data Zone S01000664,3632,4529,3848,5299,2707,386,5087,4961
Data Zone S01000665,4228,3728,4859,4979,5061,553,3786,6410
Data Zone S01000666,4312,4945,3836,5954,4456,1017,6291,1729
Data Zone S01000667,4212,3237,3900,4269,3654,5813,4314,2787
Data Zone S01000668,1982,1185,1891,2849,2431,5675,3286,1980
Data Zone S01000669,2213,1515,2044,2436,3889,6448,2906,731
Data Zone S01000670,4211,2936,3578,5117,4163,4234,5003,5405
Data Zone S01000671,4704,3958,3859,4451,4769,4002,3493,5317
Data Zone S01000672,4140,3426,3372,5166,3186,4197,5338,4877
Data Zone S01000673,5408,4825,5333,5235,5309,1908,5784,6164
Data Zone S01000674,3662,4426,4347,3473,3398,562,3051,3780
Data Zone S01000675,5846,5843,6041,6240,5364,1229,6451,5825
Data Zone S01000676,3823,4157,4437,5716,3022,529,1908,4142
Data Zone S01000677,2169,2535,2267,3346,2244,360,2822,4972
Data Zone S01000678,4055,3701,4306,4791,3030,1658,4571,4512
Data Zone S01000679,1768,1425,2348,2280,945,4522,2046,1611
Data Zone S01000680,1631,1403,1322,2658,2019,3216,2338,1364
Data Zone S01000681,1759,1423,1688,1727,2436,5274,2323,1083
Data Zone S01000682,2769,3311,2882,2889,2166,6316,1586,182
Data Zone S01000683,4093,3403,3908,4388,3641,3667,3861,2898
Data Zone S01000684,1742,1267,1265,2415,2285,5670,3230,3159
Data Zone S01000685,4490,3644,3585,3943,5556,4193,4904,4299
Data Zone S01000686,2687,1963,2617,3051,2677,5340,2584,2385
Data Zone S01000687,1903,1556,1592,2833,1870,3782,3188,2690
Data Zone S01000688,4400,4063,4032,4773,3054,4145,5223,2829
Data Zone S01000689,3084,3954,3092,5368,3768,129,1807,6131
Data Zone S01000690,5041,5099,4993,5119,4323,1590,6340,4270
Data Zone S01000691,2889,2799,2604,3860,2651,1693,4643,3537
Data Zone S01000692,1299,1355,1414,2289,594,3377,2164,1016
Data Zone S01000693,1264,1091,1284,2283,1012,4529,2132,467
Data Zone S01000694,2896,2685,2960,3166,2742,1669,3773,3991
Data Zone S01000695,3457,3257,3370,4461,2409,3408,3978,2026
Data Zone S01000696,2594,1789,2551,3169,3219,6111,2742,1066
Data Zone S01000697,4183,4679,5104,4886,3111,683,1470,4939
Data Zone S01000698,3446,2854,3393,4516,2566,6024,4597,990
Data Zone S01000699,2996,2551,3590,3136,2507,2230,5095,2278
Data Zone S01000700,3617,3166,3824,4523,3222,1263,5075,4958
Data Zone S01000701,5520,5404,5694,4739,5037,2039,6103,4374
Data Zone S01000702,6043,5396,6057,5474,4553,4902,6054,3782
Data Zone S01000703,3660,3075,3460,4385,2861,2715,5054,4801
Data Zone S01000704,4199,5312,5408,5045,4125,156,2905,5011
Data Zone S01000705,5198,5074,5112,5580,5025,1337,6061,4833
Data Zone S01000706,5179,5771,5718,6326,4694,668,5011,3494
Data Zone S01000707,4387,4987,5136,4623,4699,320,3707,6113
Data Zone S01000708,4283,5271,5384,5914,5693,35,4626,5636
Data Zone S01000709,4656,4128,4726,3986,4588,1899,5097,5440
Data Zone S01000710,3433,4116,5053,5816,3598,18,3077,5619
Data Zone S01000711,3518,4729,4220,5157,5034,39,2001,4884
Data Zone S01000712,4238,3870,3927,2383,5504,4521,4727,2645
Data Zone S01000713,3536,3051,3495,2659,3272,3518,4475,5314
Data Zone S01000714,3301,3785,3698,3791,3826,401,1866,5448
Data Zone S01000715,2062,2144,1887,894,2972,5734,2335,2304
Data Zone S01000716,824,1124,627,660,1929,6413,670,49
Data Zone S01000717,742,646,1012,694,581,5188,1104,827
Data Zone S01000718,1969,2080,2057,1607,1642,3161,1466,2983
Data Zone S01000719,4084,3693,4277,3917,5131,957,4843,5376
Data Zone S01000720,3204,3335,2755,4831,4065,659,2796,5564
Data Zone S01000721,2465,3037,3067,3848,3567,61,1578,5563
Data Zone S01000722,2899,2496,3011,1881,3049,4633,1392,4145
Data Zone S01000723,4186,5575,5076,6023,4440,68,2576,6260
Data Zone S01000724,3444,3534,3093,2611,2260,6432,2211,4039
Data Zone S01000725,3671,4624,4202,4664,5605,86,2083,5424
Data Zone S01000726,3485,4449,4133,4626,3466,169,2692,6042
Data Zone S01000727,2328,1818,2420,2739,1964,4045,1490,4231
Data Zone S01000728,3751,4552,4612,5050,4629,150,1141,4594
Data Zone S01000729,2428,1989,1712,3951,2929,4372,2870,2817
Data Zone S01000730,2582,1689,2067,4873,2610,5807,2058,2954
Data Zone S01000731,936,629,735,2098,1100,5278,1107,1516
Data Zone S01000732,318,279,134,981,1193,6372,1271,157
Data Zone S01000733,1304,1361,1317,1169,1608,5505,957,343
Data Zone S01000734,4740,4607,4768,5025,5411,740,5549,6292
Data Zone S01000735,3620,3038,3294,3657,4108,3901,3103,2220
Data Zone S01000736,3037,3242,2391,3297,4300,1270,3192,4389
Data Zone S01000737,1863,2254,1299,4542,1950,1309,942,1960
Data Zone S01000738,4314,4166,3301,5354,3965,3629,3291,2777
Data Zone S01000739,4066,3324,3381,4429,3183,6192,3905,3620
Data Zone S01000740,2999,3818,3476,2619,2533,666,3238,4494
Data Zone S01000741,3219,3452,3625,2435,4963,583,4424,4302
Data Zone S01000742,2991,3514,2902,4366,4643,166,4706,5238
Data Zone S01000743,3732,4058,3222,2857,5501,1183,4510,4725
Data Zone S01000744,1476,1496,1093,1569,3728,5812,2311,82
